homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
RENT,credit_card,34500.0,6.43,4200,3691.8,36,10.42
MORTGAGE,debt_consolidation,52000.0,20.15,6000,5458.35,36,15.05
MORTGAGE,credit_card,40000.0,16.56,15700,14735.3,60,17.09
RENT,debt_consolidation,45000.0,20.11,6000,5269.21,36,9.93
RENT,debt_consolidation,68000.0,26.1,35000,33175.76,60,19.03
RENT,credit_card,164000.0,8.62,20000,18452.04,36,5.31
RENT,other,34000.0,8.34,5000,4648.17,36,11.98
RENT,debt_consolidation,75000.0,17.74,36000,33390.9,36,9.93
MORTGAGE,debt_consolidation,95000.0,33.07,10000,9109.56,36,16.01
RENT,debt_consolidation,130000.0,36.58,34450,31274.83,36,13.59
MORTGAGE,other,19000.0,24.79,10000,9465.3,60,18.06
MORTGAGE,debt_consolidation,100000.0,9.67,13175,11807.39,36,21.45
MORTGAGE,credit_card,50000.0,13.73,15000,14327.93,60,16.02
OWN,debt_consolidation,78000.0,28.78,20000,17698.3,36,14.08
OWN,other,59019.0,16.27,5000,4750.06,36,7.34
MORTGAGE,other,93000.0,17.3,30000,28931.88,60,13.58
MORTGAGE,car,37020.0,10.24,3600,0.0,36,10.91
RENT,debt_consolidation,60000.0,11.84,36000,34734.67,60,14.07
MORTGAGE,credit_card,104000.0,17.68,39000,35981.47,36,5.31
MORTGAGE,debt_consolidation,250000.0,16.73,38400,34504.47,36,6.72
OWN,debt_consolidation,63000.0,29.54,5000,4561.62,36,17.09
RENT,credit_card,80000.0,22.65,28000,26088.88,36,14.07
MORTGAGE,other,25000.0,30.34,2500,2206.45,36,12.62
RENT,credit_card,13390.0,80.18,31675,29271.44,36,6.71
RENT,credit_card,48000.0,18.8,11000,10396.75,60,17.09
MORTGAGE,debt_consolidation,85000.0,26.42,20000,19236.53,60,10.9
RENT,credit_card,65000.0,16.45,5500,5104.1,36,10.41
RENT,debt_consolidation,150000.0,4.41,6400,5579.16,36,6.08
MORTGAGE,debt_consolidation,105000.0,20.48,40000,36118.63,36,9.93
RENT,credit_card,48000.0,37.3,25000,22869.25,36,19.03
MORTGAGE,debt_consolidation,60000.0,21.56,10000,9247.93,36,7.34
OWN,credit_card,75000.0,20.9,25000,23554.86,60,15.05
OWN,debt_consolidation,46000.0,24.65,25000,24197.35,60,17.47
OWN,debt_consolidation,70000.0,25.9,24000,22486.42,36,19.42
RENT,debt_consolidation,79040.0,29.97,33900,32867.6,60,19.42
RENT,credit_card,52000.0,21.3,15000,14111.13,60,14.08
RENT,credit_card,72000.0,18.45,28000,25612.89,36,19.03
MORTGAGE,debt_consolidation,43000.0,19.7,5000,4514.8,36,9.93
RENT,debt_consolidation,26127.0,14.97,10000,8739.0,36,7.35
RENT,other,60000.0,5.39,21000,20299.04,60,16.02
OWN,debt_consolidation,85000.0,11.2,20000,17953.16,36,6.08
RENT,debt_consolidation,35500.0,16.93,3300,2909.13,36,11.99
RENT,debt_consolidation,100000.0,11.44,11200,10457.12,36,16.02
RENT,major_purchase,60000.0,3.16,6000,5264.37,36,9.44
MORTGAGE,debt_consolidation,133000.0,11.76,16000,0.0,36,9.92
RENT,credit_card,85000.0,18.58,30000,26777.44,36,19.03
RENT,credit_card,40000.0,17.04,8800,0.0,36,10.42
RENT,credit_card,76000.0,35.88,27000,25400.04,60,14.08
RENT,other,58800.0,14.43,1000,0.0,36,13.59
MORTGAGE,credit_card,120000.0,4.76,25000,21761.23,36,5.32
OWN,home_improvement,60000.0,12.9,10000,9500.14,36,7.34
RENT,debt_consolidation,95504.0,26.1,30000,26593.37,36,15.05
RENT,debt_consolidation,90000.0,12.86,20000,17596.2,36,10.91
MORTGAGE,debt_consolidation,60000.0,18.32,10000,9544.29,36,13.58
RENT,debt_consolidation,52000.0,21.76,12000,11413.45,60,21.45
MORTGAGE,other,90000.0,16.0,3500,3255.95,36,12.61
MORTGAGE,credit_card,97000.0,27.6,9000,8347.63,36,9.92
OWN,debt_consolidation,40059.96,24.98,8000,7287.63,36,16.01
MORTGAGE,credit_card,65000.0,16.45,30000,29236.11,60,25.81
MORTGAGE,debt_consolidation,80000.0,29.36,25000,24447.24,60,16.01
RENT,other,885000.0,2.22,7000,6194.38,36,14.08
RENT,home_improvement,68000.0,19.94,30000,29234.98,60,25.81
MORTGAGE,debt_consolidation,225000.0,8.28,35000,32498.57,36,10.9
MORTGAGE,debt_consolidation,110000.0,15.44,20000,18550.28,36,9.92
MORTGAGE,debt_consolidation,65000.0,20.66,20000,18952.04,60,9.93
MORTGAGE,home_improvement,45000.0,23.28,24000,20998.64,36,7.97
RENT,credit_card,115200.0,10.37,20000,17498.86,36,7.97
MORTGAGE,debt_consolidation,80000.0,27.56,8000,7186.65,36,22.91
RENT,debt_consolidation,32500.0,19.79,6500,6006.74,36,6.71
MORTGAGE,debt_consolidation,80000.0,26.12,35000,32678.16,36,16.01
MORTGAGE,debt_consolidation,100000.0,22.54,16000,0.0,60,19.42
OWN,house,55000.0,2.01,20000,18750.5,60,11.99
MORTGAGE,debt_consolidation,95000.0,5.85,14000,13465.57,60,10.9
RENT,other,40000.0,8.79,6000,0.0,36,11.99
MORTGAGE,credit_card,36000.0,15.33,19000,18472.26,60,7.34
RENT,debt_consolidation,60000.0,12.3,3000,2782.56,36,9.93
RENT,house,84000.0,7.57,35000,33701.09,60,11.99
MORTGAGE,home_improvement,175000.0,16.58,34725,31232.72,36,7.35
MORTGAGE,credit_card,85000.0,8.32,14000,11427.83,36,7.97
MORTGAGE,credit_card,200000.0,9.59,16000,13965.39,36,6.72
RENT,credit_card,40000.0,21.9,12800,11230.61,36,9.44
RENT,vacation,48000.0,42.65,5000,4588.46,36,21.45
MORTGAGE,home_improvement,35000.0,60.63,10000,8849.22,36,14.08
MORTGAGE,debt_consolidation,90000.0,12.52,24000,22726.57,60,9.43
MORTGAGE,credit_card,68000.0,42.66,25000,24143.51,60,15.04
MORTGAGE,debt_consolidation,90000.0,17.44,24000,22440.6,60,10.42
RENT,vacation,130000.0,10.35,8000,371.17,36,10.42
MORTGAGE,home_improvement,25000.0,18.28,8000,7596.42,36,6.71
RENT,debt_consolidation,27000.0,7.96,5000,4668.6,36,16.01
OWN,debt_consolidation,110100.0,25.71,40000,37018.14,36,7.96
RENT,debt_consolidation,41000.0,15.93,6400,5783.2,36,10.42
MORTGAGE,home_improvement,165000.0,14.1,24000,21924.98,36,18.06
RENT,debt_consolidation,100000.0,21.53,30000,24893.36,36,5.32
MORTGAGE,debt_consolidation,129000.0,16.45,12000,11130.17,36,9.92
RENT,credit_card,254000.0,33.06,5900,5389.89,36,18.06
RENT,debt_consolidation,62400.0,39.27,20000,18783.84,36,21.85
MORTGAGE,credit_card,53500.0,32.72,32000,29271.9,36,19.03
MORTGAGE,other,75000.0,16.83,20000,17596.2,36,10.91
MORTGAGE,debt_consolidation,36000.0,29.73,20000,19236.53,60,10.9
RENT,debt_consolidation,60000.0,8.16,10000,8985.52,36,6.72
MORTGAGE,debt_consolidation,90000.0,10.4,8400,0.0,36,13.59
MORTGAGE,debt_consolidation,72000.0,30.08,33600,30460.42,36,12.62
MORTGAGE,debt_consolidation,108000.0,9.63,40000,38594.07,60,14.07
MORTGAGE,debt_consolidation,47500.0,42.27,23500,22089.96,60,13.59
RENT,other,50000.0,25.32,3000,2788.9,36,11.98
RENT,renewable_energy,70000.0,16.36,5000,4439.79,36,16.02
RENT,debt_consolidation,52440.0,5.72,20000,18654.17,36,15.04
MORTGAGE,debt_consolidation,53000.0,8.88,20000,19103.93,60,16.02
OWN,credit_card,50000.0,2.7,32000,30482.2,36,10.9
MORTGAGE,credit_card,70000.0,11.98,18000,16801.75,60,9.44
MORTGAGE,debt_consolidation,47000.0,56.92,9000,8210.92,36,17.09
RENT,small_business,100000.0,15.86,20000,17931.76,36,5.32
MORTGAGE,credit_card,40000.0,5.76,5000,4395.02,36,10.42
MORTGAGE,credit_card,170000.0,11.61,13300,12749.82,60,19.03
RENT,debt_consolidation,15000.0,31.26,10000,8520.46,36,19.03
RENT,debt_consolidation,110000.0,15.27,9000,8303.4,36,5.31
MORTGAGE,major_purchase,1600001.0,0.98,12000,11097.5,36,7.34
RENT,debt_consolidation,85000.0,9.52,18000,17083.45,36,6.07
MORTGAGE,other,52000.0,12.81,7000,6489.0,36,9.43
MORTGAGE,debt_consolidation,25000.0,31.45,5000,4680.06,36,18.45
RENT,debt_consolidation,41364.0,28.75,10000,9491.98,60,20.0
MORTGAGE,other,103000.0,18.16,25000,23256.93,36,12.61
RENT,debt_consolidation,61000.0,15.78,7200,6382.4,36,15.05
RENT,debt_consolidation,60000.0,14.08,20000,18131.18,36,12.62
MORTGAGE,debt_consolidation,38450.0,24.81,14400,13712.52,60,13.58
RENT,major_purchase,29000.0,9.31,10000,9744.97,60,25.81
OWN,credit_card,25000.0,15.68,10000,9482.44,60,10.42
RENT,debt_consolidation,15500.0,16.11,7000,6360.23,36,14.08
MORTGAGE,debt_consolidation,51000.0,21.2,38000,34178.34,36,7.35
MORTGAGE,home_improvement,76000.0,11.31,28000,26047.79,36,12.61
MORTGAGE,debt_consolidation,60000.0,19.76,14000,13655.23,60,11.98
OWN,debt_consolidation,14000.0,17.67,8500,7419.11,36,6.72
RENT,debt_consolidation,32000.0,21.01,4000,3807.5,36,9.92
RENT,debt_consolidation,30000.0,22.0,15000,13319.42,36,16.02
MORTGAGE,home_improvement,75000.0,1.87,10000,8728.34,36,6.72
RENT,debt_consolidation,70000.0,1.97,3000,2692.96,36,6.08
RENT,debt_consolidation,60000.0,12.09,20000,18634.9,36,14.07
MORTGAGE,debt_consolidation,90000.0,32.16,21000,19606.87,36,16.01
RENT,credit_card,70000.0,15.02,6400,5953.75,36,12.61
MORTGAGE,home_improvement,44393.0,18.36,1500,1344.29,36,21.45
MORTGAGE,debt_consolidation,89000.0,24.69,20000,18561.15,36,10.41
MORTGAGE,credit_card,35000.0,12.21,6000,5548.74,36,7.34
MORTGAGE,credit_card,130000.0,13.61,5000,4364.17,36,6.72
RENT,credit_card,55000.0,4.56,1375,1203.04,36,7.97
RENT,debt_consolidation,55000.0,25.14,20000,18246.48,36,17.09
OWN,credit_card,50000.0,20.04,7000,6507.45,36,11.98
OWN,debt_consolidation,125000.0,17.2,30000,27840.7,36,10.41
OWN,debt_consolidation,36000.0,31.96,12000,10548.1,36,10.42
OWN,debt_consolidation,106000.0,16.88,40000,38515.13,60,11.98
RENT,credit_card,100000.0,9.16,20000,17564.06,36,9.93
MORTGAGE,debt_consolidation,90000.0,16.11,15000,14062.83,60,11.99
RENT,debt_consolidation,80000.0,22.72,20000,18005.74,36,7.97
RENT,car,42000.0,17.66,2000,0.0,36,17.09
RENT,major_purchase,30000.0,3.32,15000,14395.45,60,20.0
MORTGAGE,debt_consolidation,150000.0,22.67,35000,33287.14,60,12.62
RENT,debt_consolidation,125000.0,2.76,10000,9568.79,60,17.47
RENT,debt_consolidation,47000.0,8.45,6500,5492.35,36,13.59
MORTGAGE,credit_card,300000.0,5.83,35000,32480.82,36,10.41
RENT,credit_card,75000.0,16.43,17500,15898.26,36,14.08
OWN,debt_consolidation,130000.0,13.4,40000,36937.11,36,6.07
RENT,debt_consolidation,42000.0,16.03,10000,9370.58,36,19.42
RENT,small_business,52000.0,11.49,8000,7403.61,36,7.96
RENT,credit_card,94000.0,25.32,35000,32611.1,36,14.07
OWN,other,110000.0,12.28,12500,10967.39,36,9.44
MORTGAGE,debt_consolidation,158000.0,22.41,35000,30972.01,36,14.08
RENT,credit_card,78000.0,9.61,7000,6478.16,36,7.96
MORTGAGE,debt_consolidation,65000.0,13.91,5000,4432.23,36,15.05
MORTGAGE,other,233000.0,14.94,25000,22574.16,36,9.93
MORTGAGE,small_business,65000.0,13.18,10000,9078.33,36,13.59
RENT,credit_card,48000.0,9.6,3600,3346.69,36,11.98
RENT,moving,57000.0,22.23,2800,2526.42,36,9.44
MORTGAGE,debt_consolidation,55000.0,20.45,15000,14062.83,60,11.99
RENT,credit_card,80000.0,20.27,12000,11413.45,60,21.45
MORTGAGE,debt_consolidation,92000.0,19.67,28000,26931.15,60,10.9
MORTGAGE,other,126000.0,9.96,1000,913.51,36,18.06
MORTGAGE,home_improvement,65000.0,19.76,12000,11130.17,36,9.92
RENT,debt_consolidation,180000.0,4.63,35000,33629.93,60,9.92
MORTGAGE,debt_consolidation,114000.0,18.57,26000,24706.99,60,11.99
MORTGAGE,other,44000.0,10.52,10000,8790.09,36,10.42
RENT,debt_consolidation,24000.0,23.3,8000,7420.1,36,9.92
MORTGAGE,debt_consolidation,175000.0,6.32,35000,33647.66,60,10.41
MORTGAGE,debt_consolidation,65000.0,30.45,36000,33632.34,60,9.93
OWN,credit_card,90000.0,19.88,15000,13464.86,36,6.08
RENT,debt_consolidation,60000.0,15.2,10000,8976.56,36,6.08
RENT,credit_card,70000.0,16.58,5000,4637.57,36,9.92
RENT,debt_consolidation,60000.0,35.58,3500,3236.76,36,7.34
MORTGAGE,debt_consolidation,170000.0,14.23,25000,23355.79,60,9.93
MORTGAGE,debt_consolidation,180000.0,12.03,10000,9580.43,36,19.03
MORTGAGE,debt_consolidation,62000.0,13.3,10000,9036.11,36,10.41
MORTGAGE,credit_card,125000.0,18.76,35000,33831.46,60,16.01
RENT,credit_card,170000.0,19.13,23000,20099.76,36,7.35
OWN,credit_card,56000.0,18.02,20000,19095.25,36,14.07
MORTGAGE,home_improvement,60000.0,1.9,17625,16497.25,36,18.45
RENT,debt_consolidation,38000.0,24.58,15000,13990.61,36,15.04
MORTGAGE,debt_consolidation,84000.0,22.6,11100,10672.97,60,30.17
RENT,debt_consolidation,100000.0,27.71,35000,29736.97,36,10.42
OWN,debt_consolidation,95000.0,16.62,10000,8629.33,36,7.97
RENT,debt_consolidation,63500.0,9.96,35000,31774.17,36,13.59
MORTGAGE,debt_consolidation,70000.0,17.98,30000,28854.82,60,10.9
OWN,house,150000.0,25.13,30000,28714.63,60,26.3
MORTGAGE,debt_consolidation,55000.0,15.84,10000,9582.94,36,19.42
RENT,debt_consolidation,38000.0,14.53,8300,7897.65,36,9.43
MORTGAGE,debt_consolidation,83000.0,18.44,20000,0.0,60,15.05
MORTGAGE,home_improvement,80000.0,13.89,11000,10474.99,60,13.59
MORTGAGE,debt_consolidation,100000.0,8.62,10000,9254.54,36,7.96
MORTGAGE,credit_card,45198.0,44.42,18400,17440.98,60,19.03
MORTGAGE,debt_consolidation,75000.0,19.63,13000,12200.6,60,12.62
OWN,major_purchase,28000.0,8.66,5000,4518.12,36,10.42
RENT,credit_card,90000.0,22.68,14000,12680.15,36,11.99
MORTGAGE,credit_card,85000.0,27.12,30000,27171.8,36,11.99
RENT,debt_consolidation,110000.0,14.68,30925,29181.46,60,16.02
MORTGAGE,debt_consolidation,25465.0,15.98,7600,7045.2,36,9.43
RENT,other,300000.0,3.78,10000,8849.12,36,14.08
RENT,debt_consolidation,45000.0,24.67,10000,8790.09,36,10.42
MORTGAGE,debt_consolidation,112000.0,26.4,35000,33753.88,60,13.58
MORTGAGE,debt_consolidation,110000.0,16.31,20000,18540.05,36,9.43
MORTGAGE,credit_card,88932.0,17.42,14000,13079.24,60,9.93
MORTGAGE,credit_card,103500.0,22.06,10700,10068.92,36,23.87
MORTGAGE,home_improvement,65000.0,2.66,24000,22318.48,60,7.35
RENT,debt_consolidation,82000.0,13.41,25000,23938.7,60,18.06
RENT,debt_consolidation,65000.0,29.51,4200,0.0,36,14.07
MORTGAGE,debt_consolidation,37000.0,17.32,4000,3519.22,36,10.91
RENT,medical,21750.0,27.92,1300,1143.72,36,10.91
RENT,debt_consolidation,250000.0,5.6,16000,14598.68,36,17.09
OWN,debt_consolidation,60000.0,36.28,40000,36118.63,36,9.93
MORTGAGE,credit_card,139000.0,29.57,10000,9502.67,60,11.99
RENT,debt_consolidation,94000.0,19.75,2400,2195.36,36,19.03
MORTGAGE,other,175000.0,18.09,15000,13585.88,36,11.99
MORTGAGE,debt_consolidation,105000.0,14.37,2500,2308.55,36,6.07
RENT,car,60000.0,9.8,10000,9296.37,36,11.98
RENT,small_business,46000.0,19.96,10000,9744.97,60,25.81
OWN,car,25000.0,5.57,8000,7234.29,36,10.91
RENT,credit_card,60000.0,16.1,20000,19226.86,60,10.41
OWN,credit_card,39000.0,16.03,11200,10668.76,36,10.9
RENT,debt_consolidation,62000.0,17.34,32000,30289.07,60,18.06
RENT,credit_card,61200.0,17.35,16000,14183.12,36,15.05
MORTGAGE,credit_card,125000.0,17.38,8000,7428.22,36,10.9
MORTGAGE,debt_consolidation,65000.0,29.38,30000,28945.56,60,14.07
RENT,debt_consolidation,55000.0,41.72,12000,10609.61,36,13.59
MORTGAGE,home_improvement,39000.0,19.14,25025,24189.48,60,16.01
RENT,debt_consolidation,57000.0,21.47,6000,5425.71,36,10.91
MORTGAGE,debt_consolidation,57626.0,18.34,25600,23240.53,36,13.59
MORTGAGE,debt_consolidation,96000.0,13.05,10000,9657.41,60,15.04
MORTGAGE,debt_consolidation,39000.0,22.09,14000,13315.72,60,21.45
MORTGAGE,credit_card,76000.0,17.12,4800,4231.5,36,11.99
MORTGAGE,debt_consolidation,312221.0,19.29,20000,17971.08,36,6.72
RENT,other,100000.0,5.89,30000,28586.16,60,14.08
RENT,credit_card,35000.0,57.96,23000,21430.15,36,14.07
RENT,debt_consolidation,120000.0,14.78,38000,35116.49,36,6.71
MORTGAGE,major_purchase,49000.0,23.59,3600,3255.42,36,10.91
MORTGAGE,debt_consolidation,189000.0,26.14,30000,28912.22,60,23.88
MORTGAGE,home_improvement,68274.0,17.05,24000,23436.77,60,28.72
RENT,credit_card,37000.0,19.89,8400,7405.12,36,11.99
RENT,credit_card,200000.0,22.26,28200,27243.98,60,26.3
MORTGAGE,debt_consolidation,75312.0,6.92,30000,28455.47,36,5.31
OWN,debt_consolidation,21000.0,17.43,20000,18844.17,60,15.05
RENT,other,59000.0,1.02,7500,6630.98,36,13.59
RENT,debt_consolidation,18312.0,18.81,10000,9369.33,36,19.42
MORTGAGE,credit_card,70000.0,19.1,10000,9226.01,36,5.31
MORTGAGE,medical,75000.0,23.83,9600,8662.08,36,9.44
RENT,credit_card,30720.0,37.81,9600,8758.31,36,17.09
MORTGAGE,debt_consolidation,117000.0,11.6,40000,38474.72,60,13.58
RENT,debt_consolidation,45000.0,10.66,12000,5576.55,36,6.72
MORTGAGE,other,96000.0,8.89,2400,2168.69,36,10.42
RENT,debt_consolidation,49500.0,21.5,10000,9350.23,60,10.42
RENT,debt_consolidation,50000.0,29.44,15000,13366.62,36,18.06
MORTGAGE,home_improvement,170000.0,7.2,5000,4364.17,36,6.72
RENT,credit_card,52000.0,14.49,11000,10270.25,36,16.01
OWN,credit_card,64721.0,15.43,6025,5604.91,36,12.61
OWN,home_improvement,105000.0,14.96,35000,31973.98,36,18.06
MORTGAGE,medical,30000.0,27.1,17000,16242.06,60,24.85
MORTGAGE,small_business,75000.0,26.26,20000,18085.7,36,10.91
RENT,credit_card,52000.0,18.28,6100,5516.13,36,10.91
MORTGAGE,home_improvement,100000.0,7.52,25000,23499.98,60,13.59
RENT,credit_card,35000.0,25.99,5000,3980.41,36,10.9
RENT,debt_consolidation,35500.0,17.07,7500,6592.55,36,10.42
MORTGAGE,other,240000.0,26.71,5600,5322.6,36,7.96
RENT,medical,57000.0,5.31,7000,6646.86,36,6.71
MORTGAGE,debt_consolidation,100000.0,20.29,21000,19477.8,36,9.92
MORTGAGE,debt_consolidation,285000.0,20.99,10000,9234.27,36,6.07
RENT,major_purchase,72000.0,13.89,5400,4847.34,36,6.08
MORTGAGE,credit_card,115000.0,22.79,20000,18495.86,36,7.34
RENT,debt_consolidation,60000.0,7.32,13000,11703.61,36,10.41
RENT,debt_consolidation,71000.0,21.16,12000,10835.57,36,9.93
RENT,credit_card,27354.0,24.35,12000,11203.92,36,16.01
MORTGAGE,home_improvement,102000.0,4.1,24000,21586.34,36,7.35
RENT,debt_consolidation,104000.0,33.84,28000,26075.44,36,13.59
OWN,debt_consolidation,135000.0,4.2,40000,32289.74,36,5.32
MORTGAGE,debt_consolidation,63330.0,8.36,40000,38328.35,60,7.34
MORTGAGE,debt_consolidation,135000.0,7.42,28000,25970.42,36,9.92
MORTGAGE,debt_consolidation,32000.0,9.3,8400,6976.44,36,17.09
MORTGAGE,debt_consolidation,98000.0,20.19,20000,17456.72,36,6.72
MORTGAGE,home_improvement,265000.0,5.7,35000,33044.26,60,7.35
MORTGAGE,credit_card,127000.0,20.16,19600,18560.28,60,9.44
MORTGAGE,debt_consolidation,112000.0,13.98,26500,25449.58,60,9.43
MORTGAGE,home_improvement,85000.0,12.99,17000,16417.59,60,15.04
RENT,other,37000.0,22.61,4000,0.0,36,18.06
RENT,debt_consolidation,49000.0,8.4,8600,7812.83,36,14.08
MORTGAGE,home_improvement,90000.0,17.86,36000,33839.98,60,13.59
RENT,debt_consolidation,45000.0,24.91,12000,10916.71,36,15.05
RENT,debt_consolidation,72000.0,24.67,25000,23119.84,36,7.34
OWN,credit_card,31000.0,26.6,10000,9634.82,60,12.61
RENT,medical,33000.0,34.63,8000,7495.47,36,19.42
MORTGAGE,debt_consolidation,15000.0,103.52,14400,13891.68,60,24.85
OWN,debt_consolidation,40000.0,25.47,25000,23281.4,36,13.58
MORTGAGE,credit_card,115000.0,3.21,34100,30640.72,36,6.72
RENT,other,42000.0,19.59,10000,9226.01,36,5.31
RENT,credit_card,137500.0,9.1,35000,33234.35,36,6.71
RENT,credit_card,80000.0,11.3,10000,9247.93,36,7.34
MORTGAGE,debt_consolidation,51600.0,19.93,20000,18592.74,36,11.98
MORTGAGE,debt_consolidation,40000.0,9.17,6000,5379.53,36,5.32
MORTGAGE,home_improvement,0.0,19.30819165998396,35000,30511.21,36,6.08
MORTGAGE,debt_consolidation,42000.0,25.17,14000,13129.79,36,20.39
RENT,home_improvement,56800.0,17.87,5000,4399.01,36,10.91
OWN,house,160000.0,11.37,10000,9057.13,36,11.98
RENT,credit_card,20000.0,41.06,17600,16973.38,60,13.58
MORTGAGE,credit_card,35000.0,18.96,10000,9097.26,36,15.05
RENT,debt_consolidation,144000.0,17.52,35000,32559.72,36,12.61
MORTGAGE,other,80000.0,14.52,4000,3495.61,36,7.35
MORTGAGE,debt_consolidation,31000.0,28.42,35000,32925.97,60,14.08
RENT,credit_card,18000.0,12.13,3200,2911.54,36,15.05
MORTGAGE,home_improvement,160000.0,27.58,25000,23462.69,60,12.62
RENT,credit_card,52000.0,8.56,8900,8236.54,36,7.96
RENT,credit_card,65000.0,16.06,21600,20879.04,60,16.02
RENT,debt_consolidation,138000.0,9.42,26500,25046.81,60,17.09
RENT,credit_card,79040.0,31.64,24000,22811.21,36,7.96
MORTGAGE,home_improvement,100000.0,13.73,12000,11210.75,60,9.93
MORTGAGE,debt_consolidation,136000.0,15.12,20000,18509.26,36,7.97
OWN,debt_consolidation,200000.0,26.96,35000,30854.83,36,11.99
MORTGAGE,debt_consolidation,53000.0,12.39,6000,5450.83,36,14.08
MORTGAGE,credit_card,90000.0,22.17,20000,0.0,36,15.04
MORTGAGE,debt_consolidation,65000.0,21.92,6000,5713.32,36,10.41
MORTGAGE,debt_consolidation,80000.0,11.4,24000,21586.34,36,7.35
MORTGAGE,debt_consolidation,50000.0,4.87,1200,1053.8,36,9.93
RENT,debt_consolidation,116000.0,18.95,13125,11547.52,36,10.91
MORTGAGE,debt_consolidation,35000.0,23.08,8000,7032.06,36,10.42
MORTGAGE,debt_consolidation,55000.0,27.32,10000,9510.61,60,12.62
OWN,other,45000.0,24.99,10000,9525.68,36,10.9
MORTGAGE,debt_consolidation,148000.0,14.79,32400,30269.12,60,9.93
RENT,debt_consolidation,42000.0,16.46,20000,18673.43,36,16.02
MORTGAGE,credit_card,80000.0,9.58,24000,22284.97,36,10.91
MORTGAGE,debt_consolidation,70000.0,33.55,28950,0.0,60,11.98
OWN,debt_consolidation,75000.0,28.19,20000,18635.12,36,14.08
MORTGAGE,debt_consolidation,32500.0,25.07,10000,9350.23,60,10.42
MORTGAGE,debt_consolidation,51500.0,14.4,20000,18903.27,60,17.09
OWN,home_improvement,180000.0,15.07,7200,6658.5,36,7.34
OWN,small_business,50000.0,14.19,15000,13273.71,36,14.08
MORTGAGE,debt_consolidation,65000.0,15.97,6000,5548.75,36,7.34
MORTGAGE,debt_consolidation,71000.0,14.35,12000,10590.97,36,12.62
MORTGAGE,debt_consolidation,10000.0,110.44,21000,18306.7,36,6.08
MORTGAGE,debt_consolidation,180000.0,9.92,27900,26649.66,60,16.01
MORTGAGE,credit_card,62000.0,19.3,4100,3724.73,36,14.08
RENT,debt_consolidation,82000.0,6.2,24000,0.0,60,20.0
RENT,debt_consolidation,72000.0,5.55,10000,9515.25,36,9.43
OWN,debt_consolidation,180000.0,12.66,6000,5700.09,36,7.34
MORTGAGE,debt_consolidation,100000.0,8.15,40000,38042.58,60,12.62
RENT,debt_consolidation,43930.0,27.27,6000,5722.56,36,12.61
MORTGAGE,major_purchase,80000.0,14.16,7050,6191.3,36,9.93
MORTGAGE,debt_consolidation,180000.0,5.21,35000,31626.48,36,10.41
RENT,moving,30000.0,23.96,8400,8001.58,36,10.9
OWN,credit_card,35000.0,25.89,11000,9612.89,36,7.35
RENT,debt_consolidation,41500.0,29.67,9000,8078.91,36,6.08
RENT,other,65000.0,30.72,14400,13356.21,36,9.92
RENT,credit_card,23000.0,12.84,6000,5434.35,36,11.99
MORTGAGE,debt_consolidation,85000.0,10.51,20000,19021.05,60,12.61
RENT,credit_card,43000.0,11.81,8000,6973.97,36,6.08
MORTGAGE,debt_consolidation,50000.0,16.08,7000,6463.98,36,6.07
RENT,vacation,48000.0,24.13,5400,5054.47,36,18.45
RENT,credit_card,63000.0,20.55,14000,13584.79,60,20.39
MORTGAGE,credit_card,72000.0,14.13,16200,14139.95,36,6.72
MORTGAGE,credit_card,88000.0,8.77,18000,15749.0,36,7.97
